season,hitterTeam,ballpark,distance,speedOffBat,elevationAngle,horizAngle,apex
2008,TEX,Fenway Park,396,108.8,23.9,111.8,71
2008,BOS,Fenway Park,386,104.4,30.1,115.5,100
2008,TEX,Fenway Park,364,96.6,28.9,106.8,85
2008,TEX,Fenway Park,390,101,26,77.7,78
2008,BOS,Fenway Park,376,97.8,30,105.3,93
2008,BOS,Fenway Park,368,96.2,33.2,103.2,109
2008,NYY,Fenway Park,386,101.3,27.7,77.1,94
2008,BOS,Fenway Park,424,107,25.8,100.1,95
2008,NYY,Fenway Park,397,98.6,28.6,93.8,92
2008,BOS,Fenway Park,393,99.7,32.9,78.1,118
2008,DET,Fenway Park,357,96.7,30.5,104.6,104
2008,DET,Fenway Park,376,99.9,26.5,105.4,79
2008,DET,Fenway Park,374,98.2,31.5,104.4,106
2009,CLE,Fenway Park,414,105.6,24,80.8,75
2009,BOS,Fenway Park,393,104.8,25.6,69.4,73
2009,BOS,Fenway Park,392,98.9,28.6,81.7,93
2009,BOS,Fenway Park,382,103.5,28.8,55.2,77
2009,BOS,Fenway Park,359,97.2,34,118.3,102
2009,BOS,Fenway Park,353,97.1,30.2,123.7,75
2009,BOS,Fenway Park,395,103.3,24.2,77.7,70
2009,BOS,Fenway Park,395,103.8,34.2,111.6,123
2009,CLE,Fenway Park,390,103.8,25.7,109.2,75
2009,BOS,Fenway Park,390,99.2,30.7,103.2,99
2009,BOS,Fenway Park,377,101.4,34.4,115.7,115
2009,TOR,Fenway Park,398,103.6,30.6,114.4,97
2009,TOR,Fenway Park,394,103,24.6,77.3,71
2009,TOR,Fenway Park,389,103.9,30.9,120.6,94
2009,TOR,Fenway Park,367,108.7,22.5,52.7,52
2009,BOS,Fenway Park,423,103.9,27.1,79.6,86
2009,TOR,Fenway Park,421,101.5,27.4,88.1,85
2009,TOR,Fenway Park,415,102.1,28,88.1,100
2009,TOR,Fenway Park,392,106.1,27.3,115.3,85
2009,TOR,Fenway Park,378,98.7,29.4,112.9,80
2009,TOR,Fenway Park,377,98.8,30,114.1,84
2009,TOR,Fenway Park,326,95.9,25.7,45.7,50
2009,BOS,Fenway Park,426,105,30,75.7,104
2009,TOR,Fenway Park,401,101.9,27.5,102.9,87
2009,TOR,Fenway Park,396,103.8,29.6,111.1,98
2009,TOR,Fenway Park,393,101.9,30.2,117.6,84
2009,BOS,Fenway Park,385,99.4,31.1,104.6,105
2009,BOS,Fenway Park,379,106.2,23.8,115.5,62
2009,LAA,Fenway Park,401,104.4,23.3,80.4,69
2009,BOS,Fenway Park,361,103.5,25.1,52.2,57
2009,BOS,Fenway Park,351,94,38.2,113.3,116
2009,LAA,Fenway Park,377,99.7,29.6,108.4,94
2009,BOS,Fenway Park,431,105.8,25.6,86.4,96
2009,BOS,Fenway Park,380,97.3,29.6,74.9,85
2009,BOS,Fenway Park,313,87.1,43.6,60.8,113
2009,BOS,Fenway Park,410,104.5,25.8,99.7,92
2009,BOS,Fenway Park,438,107.5,24.1,88.5,87
2009,BOS,Fenway Park,418,109.7,29.9,119.6,99
2009,BOS,Fenway Park,405,106.1,23.9,76.2,72
2009,BOS,Fenway Park,381,102.2,34.9,116.3,118
2009,BOS,Fenway Park,377,100.6,31.7,118.1,94
2009,BOS,Fenway Park,367,101.5,28.1,123.2,73
2009,BOS,Fenway Park,405,106.7,25.1,108.2,76
2009,TOR,Fenway Park,399,105.3,26,109.4,79
2009,TOR,Fenway Park,376,98.7,28.4,108.5,80
2009,BOS,Fenway Park,370,97.9,36.9,108.3,125
2009,BOS,Fenway Park,426,105.4,23.9,91.2,82
2009,BOS,Fenway Park,394,100,28.6,101.7,92
2009,CHW,Fenway Park,376,96.5,31.8,101.5,102
2009,BOS,Fenway Park,372,100.8,30.2,57.9,83
2009,CHW,Fenway Park,429,107,24.7,80.8,80
2009,BOS,Fenway Park,413,109.4,27.1,58.1,77
2009,BOS,Fenway Park,376,99.9,27.7,113.2,77
2009,BOS,Fenway Park,350,94.5,34.8,112,107
2009,CHW,Fenway Park,412,104.8,24,98.7,80
2009,BOS,Fenway Park,404,99.6,31.5,103.9,98
2009,CHW,Fenway Park,407,104.3,24.7,98.8,87
2009,BOS,Fenway Park,407,109.6,22.2,74.3,64
2009,BOS,Fenway Park,372,101.3,31.9,115.5,103
2009,CHW,Fenway Park,359,96.2,33,112.1,99
2009,NYY,Fenway Park,420,107,23.8,78.9,69
2009,NYY,Fenway Park,410,102.2,28.7,79.2,96
2009,NYY,Fenway Park,397,104.5,31.9,60.1,101
2009,NYY,Fenway Park,393,108.1,21.4,74.9,56
2009,NYY,Fenway Park,364,100.2,27.7,123.5,67
2009,BOS,Fenway Park,417,107.1,25.5,105.5,82
2009,BOS,Fenway Park,381,97,29.5,102,89
2009,BOS,Fenway Park,376,101.8,24.6,107.8,68
2009,NYY,Fenway Park,360,94.9,32.7,105.6,101
2009,BOS,Fenway Park,355,94.4,32,114.6,85
2009,BOS,Fenway Park,402,97.8,31.6,92.7,102
2009,NYY,Fenway Park,388,106.4,21.4,77,59
2009,BOS,Fenway Park,375,100.6,30.1,124.3,78
2009,NYY,Fenway Park,354,99.4,33.2,63.6,108
2009,DET,Fenway Park,383,100.7,29.3,112.4,86
2009,DET,Fenway Park,409,103.3,28.7,79.9,106
2009,BOS,Fenway Park,389,103.6,25.1,106.5,75
2009,BOS,Fenway Park,382,98.7,27.9,102.8,86
2009,DET,Fenway Park,370,100.6,26.2,110.9,73
2009,DET,Fenway Park,413,105.6,27.4,73.7,91
2009,BOS,Fenway Park,392,102.7,29.7,112.8,92
2009,BOS,Fenway Park,381,104.6,29.7,116.3,98
2009,BOS,Fenway Park,372,104.2,25.8,121.4,66
2009,BOS,Fenway Park,415,104.2,28.1,107.7,88
2009,BOS,Fenway Park,358,97,30.3,124,74
2009,BOS,Fenway Park,335,96.3,43.5,122.4,139
2009,BOS,Fenway Park,420,102.8,28.8,83.5,101
2009,BOS,Fenway Park,402,102.5,28.4,103.5,98
2009,OAK,Fenway Park,356,94.5,37.7,108.9,118
2009,OAK,Fenway Park,355,95.2,31.7,106.6,99
2009,BOS,Fenway Park,372,95.8,30.7,120.1,71
2009,BAL,Fenway Park,393,102.4,27,74.5,90
2009,BOS,Fenway Park,404,97,34,92.4,109
2009,BOS,Fenway Park,354,94.5,31.4,119.6,76
2009,KC,Fenway Park,438,104.1,31,77.6,106
2009,BOS,Fenway Park,422,106.3,26.5,72.2,78
2009,KC,Fenway Park,395,103.7,26.1,110.8,68
2009,BOS,Fenway Park,391,97.3,29.9,102.5,84
2009,BOS,Fenway Park,378,96.3,40.9,113.4,127
2009,BOS,Fenway Park,348,98.1,27.8,49.9,62
2009,BOS,Fenway Park,394,106.5,22.4,104.6,63
2009,KC,Fenway Park,388,102.3,29.6,69,95
2009,BOS,Fenway Park,347,93.7,34.5,109.7,103
2009,BOS,Fenway Park,412,107.9,29.5,68.1,107
2009,BOS,Fenway Park,391,102.1,30.5,72.5,107
2009,BOS,Fenway Park,397,100.4,33.6,94.6,128
2009,OAK,Fenway Park,357,97.8,37.5,113,125
2009,OAK,Fenway Park,384,102.7,28.9,117.7,83
2009,BOS,Fenway Park,427,104.6,28.4,74.2,86
2009,BOS,Fenway Park,405,106.7,27.9,72.7,103
2009,BOS,Fenway Park,357,97.1,34.4,124.4,100
2009,BOS,Fenway Park,422,101.3,30.2,110.1,88
2009,BOS,Fenway Park,446,110.7,22.4,84.8,74
2009,BOS,Fenway Park,416,103.8,29.3,69.9,87
2009,SEA,Fenway Park,410,99.4,32.1,95.3,108
2009,SEA,Fenway Park,369,99.1,30.2,123.5,76
2009,BOS,Fenway Park,388,102.9,23.2,98.2,85
2009,BOS,Fenway Park,317,92.8,27.7,64.6,72
2009,BOS,Fenway Park,406,105,28.4,107.7,96
2009,ATL,Fenway Park,392,102.8,29.9,78,114
2009,FLA,Fenway Park,433,106.6,26,98.8,88
2009,FLA,Fenway Park,397,108.3,25.3,120.1,66
2009,BOS,Fenway Park,375,99.8,29.3,118.6,76
2009,BOS,Fenway Park,409,103.1,28.6,71.9,87
2009,BOS,Fenway Park,391,103.8,25.6,71.1,75
2009,BOS,Fenway Park,377,100.5,27.3,108.8,81
2009,BOS,Fenway Park,402,104.5,22.7,81.8,70
2009,NYY,Fenway Park,397,102.9,25.4,77.7,79
2009,NYY,Fenway Park,386,105.1,21.2,78.9,60
2009,NYY,Fenway Park,386,103.3,29,64.4,88
2009,BOS,Fenway Park,377,101.7,24.3,105.2,69
2009,BOS,Fenway Park,418,104.7,25.4,90.3,102
2009,BOS,Fenway Park,375,101.2,34.2,115.7,113
2009,TEX,Fenway Park,395,99,38.9,102.6,135
2009,BOS,Fenway Park,392,98.8,31.3,68.2,89
2009,TEX,Fenway Park,390,103.2,24.2,75.9,67
2009,BOS,Fenway Park,362,102.3,26.3,125.8,63
2009,BOS,Fenway Park,312,94.1,25.2,53.4,50
2009,TEX,Fenway Park,373,104.5,25.3,119.5,66
2009,BOS,Fenway Park,407,103.1,28.4,101.5,100
2009,BOS,Fenway Park,374,97.3,31.8,114.3,88
2009,NYM,Fenway Park,326,97.2,41,118.1,137
2009,NYM,Fenway Park,386,102.5,23.2,100.7,69
2009,BOS,Fenway Park,377,99.4,33.2,116.8,103
2009,NYM,Fenway Park,345,98.3,41.6,120.5,139
2009,BOS,Fenway Park,382,95.9,32.9,76,101
2009,BOS,Fenway Park,428,104.5,25.1,88.8,78
2009,BOS,Fenway Park,405,100.7,35.8,112.7,114
2009,BOS,Fenway Park,397,96.2,32,93.3,97
2009,BOS,Fenway Park,390,97.9,29.5,105.2,81
2009,BOS,Fenway Park,386,96.3,30.7,106.8,81
2009,TOR,Fenway Park,372,98.1,30,113.9,82
2009,TB,Fenway Park,414,110,18.4,89.7,55
2009,BOS,Fenway Park,383,104,25.8,115.8,69
2009,BOS,Fenway Park,378,97.4,36.9,125.1,102
2009,BOS,Fenway Park,399,104.9,26.4,109.7,80
2009,BOS,Fenway Park,393,101.3,30.3,74.8,104
2009,BOS,Fenway Park,413,102.5,28.3,78.9,93
2009,CLE,Fenway Park,398,103.2,24.7,101.8,73
2009,CLE,Fenway Park,385,98.5,29.7,76.2,94
2009,NYY,Fenway Park,400,99.1,35.2,63.5,105
2009,BOS,Fenway Park,397,105.9,25.6,62.3,67
2009,BOS,Fenway Park,395,105.7,25.5,62.1,65
2009,NYY,Fenway Park,383,95.1,34.3,73,101
2009,BOS,Fenway Park,357,94.9,32.6,127.5,77
2009,NYY,Fenway Park,349,96.1,30.5,50.7,73
2009,BOS,Fenway Park,418,104.2,31.9,94.5,128
2009,BOS,Fenway Park,374,99.8,33.3,111,110
2009,MIN,Fenway Park,427,113,19.6,84.5,62
2009,BOS,Fenway Park,399,105.3,24.2,103.9,72
2009,BOS,Fenway Park,377,104.8,23.8,111.1,64
2009,BOS,Fenway Park,376,100.1,29.7,108.8,95
2009,BOS,Fenway Park,331,94.5,29.7,56.4,72
2009,BOS,Fenway Park,413,109.6,22.6,101.9,72
2009,BOS,Fenway Park,343,97.5,35.4,113.9,114
2009,BAL,Fenway Park,411,100,27.3,95.9,85
2009,BOS,Fenway Park,408,100,30.7,72.1,86
2009,BOS,Fenway Park,406,104,26.8,69.5,70
2009,TB,Fenway Park,409,101.1,33.7,65.7,104
2009,TB,Fenway Park,389,95.4,33.7,74.1,94
2009,BOS,Fenway Park,384,95.7,36.3,74.1,110
2009,TB,Fenway Park,353,95.6,34.1,122,94
2009,TB,Fenway Park,428,103.9,30.4,85.4,110
2009,TB,Fenway Park,389,98.2,29.3,101.5,84
2009,BOS,Fenway Park,421,107.3,30.8,50.8,81
2009,BOS,Fenway Park,358,94.5,35.2,115.2,101
2010,BOS,Fenway Park,411,106,24.5,77,76
2010,NYY,Fenway Park,399,103.2,24.3,79.4,74
2010,BOS,Fenway Park,390,102.4,26,73.4,77
2010,BOS,Fenway Park,340,94.4,36.1,61.4,104
2010,BOS,Fenway Park,388,99.1,29.4,74.3,87
2010,NYY,Fenway Park,334,93,39.4,58.1,111
2010,BOS,Fenway Park,408,104.8,30.1,64.1,92
2010,BOS,Fenway Park,389,103.3,24.3,74,64
2010,BAL,Fenway Park,316,92.4,28.4,53.5,62
2010,BOS,Fenway Park,417,104.3,29.9,77.9,110
2010,BOS,Fenway Park,320,90.5,36.5,57.3,94
2010,TOR,Fenway Park,363,99.4,34.8,107.5,125
2010,BOS,Fenway Park,409,106,29.1,112.7,94
2010,TOR,Fenway Park,363,97.9,35.7,105.5,125
2010,BOS,Fenway Park,352,94.6,31,112.5,84
2010,BOS,Fenway Park,417,106.5,22.6,83.6,68
2010,TB,Fenway Park,406,110.3,26.5,125.5,74
2010,BOS,Fenway Park,404,101.5,28.9,105.1,91
2010,BOS,Fenway Park,386,100.9,26.7,108,75
2010,BOS,Fenway Park,381,96.3,33,103.9,103
2010,BOS,Fenway Park,348,93.4,35.8,114.7,103
2010,BOS,Fenway Park,411,110.7,23.5,112.7,64
2010,TB,Fenway Park,407,99.8,28.4,91.5,92
2010,TB,Fenway Park,407,102.4,32.4,109.6,107
2010,TB,Fenway Park,388,98.5,31.8,74,101
2010,TB,Fenway Park,382,99,32.2,115.6,92
2010,TB,Fenway Park,382,99.3,35.9,108.3,123
2010,BOS,Fenway Park,407,103.3,28.6,73.9,93
2010,BOS,Fenway Park,404,101.7,28.1,103.4,87
2010,BOS,Fenway Park,334,96.6,26.4,51.8,55
2010,BOS,Fenway Park,421,105,29.2,107.7,95
2010,BOS,Fenway Park,422,101.6,31,92.8,111
2010,SEA,Fenway Park,389,98.5,31.1,78.7,102
2010,SEA,Fenway Park,386,102.9,25.2,71.3,68
2010,BOS,Fenway Park,354,97.9,30.9,115,94
2010,TOR,Fenway Park,424,108.2,29,72.5,107
2010,BOS,Fenway Park,391,99.2,29.3,78.6,96
2010,TOR,Fenway Park,413,103.2,31.4,91.9,126
2010,TOR,Fenway Park,392,101.6,26.6,104.6,81
2010,TOR,Fenway Park,365,101.7,26.6,121.7,66
2010,TOR,Fenway Park,331,93.2,37.7,115.6,113
2010,BOS,Fenway Park,413,111.8,22.4,70.7,64
2010,LAA,Fenway Park,405,104,24.2,79.1,71
2010,BOS,Fenway Park,429,105.6,28.8,101.2,103
2010,BOS,Fenway Park,422,106.9,23.8,99,74
2010,LAA,Fenway Park,404,111.2,22.3,111.3,60
2010,LAA,Fenway Park,365,110.5,20.9,54.5,48
2010,BOS,Fenway Park,407,104.4,32,116.2,103
2010,BOS,Fenway Park,396,100.1,26.6,80.3,77
2010,CLE,Fenway Park,452,109.3,25.3,83.8,90
2010,BOS,Fenway Park,373,95.3,33.5,104.5,103
2010,BOS,Fenway Park,430,104.4,26.7,86.4,91
2010,CLE,Fenway Park,386,105.1,27.6,128.3,70
2010,CLE,Fenway Park,349,91.7,35.7,116.3,93
2010,CLE,Fenway Park,408,104.1,26.5,105.8,77
2010,BOS,Fenway Park,376,98.6,29.1,114.3,75
2010,BOS,Fenway Park,376,96.5,38.7,104,128
2010,BOS,Fenway Park,404,103.1,28.7,107.9,90
2010,BOS,Fenway Park,389,101.1,25.4,102.3,75
2010,DET,Fenway Park,383,102.9,35.1,119.9,116
2010,BOS,Fenway Park,384,113.7,20.8,58.7,51
2010,BOS,Fenway Park,380,97.8,27.9,102,82
2010,DET,Fenway Park,366,96.8,33.5,111.4,103
2010,DET,Fenway Park,364,102.6,26.1,123,65
2010,BOS,Fenway Park,400,97.8,32.5,105,101
2010,TEX,Fenway Park,413,100.8,27.3,89.3,87
2010,BOS,Fenway Park,391,97.7,32.2,104.6,98
2010,TEX,Fenway Park,380,98.6,28.4,102.9,89
2010,BOS,Fenway Park,370,103.2,34.6,115.7,124
2010,BOS,Fenway Park,359,96,29.5,110.1,82
2010,BOS,Fenway Park,391,98.2,34.2,116.6,97
2010,BOS,Fenway Park,408,104.3,28,111.8,80
2010,BAL,Fenway Park,387,97.3,34.1,99.7,114
2010,BOS,Fenway Park,398,99.4,31.1,96.8,108
2010,BAL,Fenway Park,394,103.3,23.2,79.4,67
2010,BOS,Fenway Park,370,99.3,26.9,110,74
2010,TB,Fenway Park,378,100.6,27.4,111.9,75
2010,BOS,Fenway Park,426,106.5,29.2,69.9,93
2010,BOS,Fenway Park,408,100.1,29.3,100.9,92
2010,TB,Fenway Park,398,101.8,25.9,101.1,80
2010,BOS,Fenway Park,417,101.1,33.7,99.8,117
2010,BOS,Fenway Park,390,99.5,30,68.5,87
2010,LAD,Fenway Park,356,89.1,39.2,112.6,100
2010,BOS,Fenway Park,429,107.7,23.3,82.8,73
2010,BOS,Fenway Park,420,107.5,30.2,115.5,99
2010,LAD,Fenway Park,382,98.3,32.1,69.2,96
2010,BOS,Fenway Park,369,98.6,27.5,112.9,70
2010,BOS,Fenway Park,438,106.8,26.8,87.4,106
2010,BOS,Fenway Park,393,100.2,35,106.1,122
2010,ARI,Fenway Park,387,102.6,35.4,114.4,123
2010,BOS,Fenway Park,368,101.1,25.9,114.9,66
2010,BOS,Fenway Park,417,110,19.9,83.1,62
2010,PHI,Fenway Park,399,102.7,29.8,70.3,95
2010,BOS,Fenway Park,351,95.8,37.3,112.2,120
2010,BOS,Fenway Park,397,105.5,22,79.6,65
2010,BOS,Fenway Park,335,96.7,26.8,55.7,61
2010,BOS,Fenway Park,350,95.1,35.9,114.2,108
2010,OAK,Fenway Park,452,109.9,27.1,75.4,91
2010,OAK,Fenway Park,410,102.8,26.9,103.6,79
2010,BOS,Fenway Park,408,102,24.9,94.8,73
2010,BOS,Fenway Park,390,98,37.8,66.9,119
2010,OAK,Fenway Park,381,98.4,31.9,117.1,86
2010,OAK,Fenway Park,357,97,30.3,123.3,74
2010,BOS,Fenway Park,332,94.2,43.6,118.5,135
2010,OAK,Fenway Park,395,101.5,29.6,106.3,96
2010,OAK,Fenway Park,363,98.1,31.1,120.9,83
2010,BOS,Fenway Park,333,93.7,30.1,55.4,70
2010,BOS,Fenway Park,410,110.5,21.9,105.8,62
2010,OAK,Fenway Park,394,101.2,31.3,67.6,96
2010,BOS,Fenway Park,422,107.5,25.1,103.5,80
2010,BOS,Fenway Park,420,103.1,28,87.1,103
2010,BOS,Fenway Park,388,104.4,23.4,74.1,63
2010,KC,Fenway Park,385,99.1,28.7,75.4,88
2010,KC,Fenway Park,369,94.8,32,103.8,95
2010,BOS,Fenway Park,380,103.4,26.1,117.2,67
2010,BOS,Fenway Park,429,104.3,26.4,93.6,90
2010,BOS,Fenway Park,392,105.5,22,78.1,60
2010,BOS,Fenway Park,399,100,32.5,96.5,118
2010,TOR,Fenway Park,394,106.9,24.2,68.5,67
2010,BOS,Fenway Park,414,105.9,29.2,112.4,92
2010,TOR,Fenway Park,409,110.8,21.5,104.8,64
2010,BOS,Fenway Park,406,102.9,25.9,77.2,71
2010,NYY,Fenway Park,397,101.8,29.4,111.2,90
2010,NYY,Fenway Park,356,91.1,35.7,115.4,90
2010,NYY,Fenway Park,411,106.2,24.1,77.7,76
2010,BOS,Fenway Park,407,102.6,29.7,106.8,96
2010,BOS,Fenway Park,402,99.5,32,98.6,109
2010,NYY,Fenway Park,378,104.7,27.2,56.4,73
2010,NYY,Fenway Park,374,99.7,29.8,116.8,84
2010,NYY,Fenway Park,399,98.7,29.3,93.6,96
2010,BOS,Fenway Park,409,100.6,28,79.4,81
2010,LAA,Fenway Park,387,94.7,39.4,81.7,125
2010,BOS,Fenway Park,424,101.2,29.1,92.4,91
2010,BOS,Fenway Park,368,93.8,35.9,110.2,102
2010,LAA,Fenway Park,360,93.4,35.3,109.5,102
2010,BOS,Fenway Park,409,102.6,33,109,114
2010,BOS,Fenway Park,404,102.5,28.1,108.4,85
2010,BOS,Fenway Park,392,97.8,33.9,107.9,108
2010,BOS,Fenway Park,377,103.4,25.5,119.4,64
2010,BAL,Fenway Park,348,95.4,36.9,121.9,106
2010,BAL,Fenway Park,418,105.9,26.3,103.5,86
2010,BOS,Fenway Park,408,103.1,33.7,95.6,135
2010,BAL,Fenway Park,403,100.9,26.8,98.9,80
2010,BOS,Fenway Park,364,97.9,31.6,121.1,84
2010,BOS,Fenway Park,352,93.6,34,108.1,101
2010,BAL,Fenway Park,397,106.5,25.4,113.1,72
2010,BOS,Fenway Park,388,100.6,26.1,99.4,87
2010,TEX,Fenway Park,446,108.1,25,87.4,90
2010,BOS,Fenway Park,408,103,23.9,94.1,73
2010,BOS,Fenway Park,388,99,33,111.5,102
2010,BOS,Fenway Park,325,90.9,36.4,55.5,93
2010,BOS,Fenway Park,392,104.1,27.7,65,80
2010,BOS,Fenway Park,388,99.6,28,104.2,85
2010,TB,Fenway Park,389,99,26.7,82.6,83
2010,BOS,Fenway Park,388,101.6,32.5,68.4,107
2010,TB,Fenway Park,429,106.9,23.5,93.7,82
2010,TB,Fenway Park,421,105.5,23.5,95.3,80
2010,TB,Fenway Park,394,104.1,30.3,114.3,97
2010,BOS,Fenway Park,384,101.5,28,109.6,85
2010,BOS,Fenway Park,372,99.8,35,103.1,130
2010,BOS,Fenway Park,353,96.4,37.1,109.2,123
2010,TB,Fenway Park,379,98.2,29.3,98.6,100
2010,BOS,Fenway Park,366,97.9,27.4,106.8,79
2010,NYY,Fenway Park,424,108.2,29.4,67.5,99
2010,BOS,Fenway Park,401,101.5,26.7,81.9,90
2010,NYY,Fenway Park,396,104.6,30.1,64.3,96
2010,NYY,Fenway Park,455,113.4,23,80.5,78
2010,NYY,Fenway Park,351,113.7,18.4,48.3,38
2010,BOS,Fenway Park,342,94.6,36.4,121.2,104
2011,BAL,Fenway Park,371,94.4,33.5,104.5,99
2011,BAL,Fenway Park,368,105.8,41.1,116.3,161
2011,BOS,Fenway Park,380,98.6,28.1,106.1,80
2011,BAL,Fenway Park,401,106.4,21.9,100.2,66
2011,BOS,Fenway Park,398,103,23.3,82.6,72
2011,BOS,Fenway Park,381,103,30.7,122.2,90
2011,BOS,Fenway Park,381,104.5,24.5,111.8,67
2011,BOS,Fenway Park,360,95.7,32,104.4,102
2011,BAL,Fenway Park,347,102.6,38.3,109.5,151
2011,BAL,Fenway Park,340,94.9,35.4,115.8,106
2011,BOS,Fenway Park,363,96.4,31.1,108.7,93
2011,TB,Fenway Park,328,94.6,38.3,115,121
2011,BOS,Fenway Park,389,101.8,29,109.8,90
2011,TB,Fenway Park,337,94.8,38.9,110.8,128
2011,TB,Fenway Park,416,105.2,25,100.1,80
2011,TB,Fenway Park,394,106.3,20.9,81.6,56
2011,TB,Fenway Park,388,97,30.1,79.9,89
2011,BOS,Fenway Park,395,103.6,23.6,77.8,66
2011,TOR,Fenway Park,413,109.8,29.3,127.3,88
2011,TOR,Fenway Park,400,107.4,22.6,106.1,62
2011,BOS,Fenway Park,380,97.8,28.8,106.7,82
2011,BOS,Fenway Park,367,97.5,35,120.2,103
2011,BOS,Fenway Park,363,99,27.9,118.3,71
2011,TEX,Fenway Park,446,103.5,32.2,92.4,113
2011,TEX,Fenway Park,424,106.7,28.9,110.7,93
2011,TEX,Fenway Park,430,106.5,25.2,98.2,85
2011,BOS,Fenway Park,409,101.7,33.1,77.1,117
2011,BOS,Fenway Park,392,100.3,31,65.5,88
2011,TEX,Fenway Park,400,103.3,25.2,101.9,78
2011,TEX,Fenway Park,387,102.5,29.5,69,96
2011,TEX,Fenway Park,386,101.3,29.3,109,94
2011,BOS,Fenway Park,414,103,25.1,89.6,87
2011,BOS,Fenway Park,437,106.3,25.6,89.8,94
2011,BOS,Fenway Park,393,100.1,30.5,80.5,109
2011,BOS,Fenway Park,382,98.5,27.6,100.9,85
2011,BOS,Fenway Park,423,108.1,31.2,66.2,110
2011,NYY,Fenway Park,380,98.7,35.8,108.3,122
2011,BOS,Fenway Park,400,108.3,20.3,80.8,57
2011,OAK,Fenway Park,398,103.7,24.5,103,75
2011,BOS,Fenway Park,362,95,35.8,105.1,115
2011,BOS,Fenway Park,400,104.6,22.2,82.3,64
2011,OAK,Fenway Park,389,107.8,26.2,126.3,69
2011,BOS,Fenway Park,378,98.5,34.5,107,117
2011,OAK,Fenway Park,350,93.2,36,109.5,108
2011,TB,Fenway Park,400,108.8,26.2,123.9,72
2011,TB,Fenway Park,368,97.6,39.8,111.8,136
2011,TB,Fenway Park,415,106.3,27.1,107.5,90
2011,BOS,Fenway Park,411,108,29.7,60,93
2011,BOS,Fenway Park,410,104.6,30.6,70.9,104
2011,BOS,Fenway Park,403,101.4,30.3,79,105
2011,NYY,Fenway Park,414,104.5,25.1,80.7,80
2011,NYY,Fenway Park,349,93.1,35.7,114.5,100
2011,BOS,Fenway Park,380,96.7,38.7,63.8,115
2011,NYY,Fenway Park,379,103.2,27.5,57.1,70
2011,BOS,Fenway Park,408,102.4,32.7,77.9,121
2011,CLE,Fenway Park,415,104.5,23,92.3,77
2011,BOS,Fenway Park,397,104.1,28.4,68.9,90
2011,BOS,Fenway Park,425,105.4,23.8,89.9,84
2011,CLE,Fenway Park,394,102.2,32.4,70.6,111
2011,CLE,Fenway Park,389,97.4,32.1,81.9,106
2011,CLE,Fenway Park,374,100.4,29.5,59.9,79
2011,BOS,Fenway Park,372,97.4,34.6,110.4,111
2011,BOS,Fenway Park,399,105.9,26.7,64.3,75
2011,CLE,Fenway Park,389,107.2,20.3,80,54
2011,CLE,Fenway Park,387,104.4,26.7,62.2,72
2011,CLE,Fenway Park,386,96.9,34.3,78.6,111
2011,BOS,Fenway Park,373,98.9,32.7,59.3,91
2011,CLE,Fenway Park,320,95.8,24.7,50.4,47
2011,KC,Fenway Park,412,102,26,92.5,86
2011,BOS,Fenway Park,348,95.3,37.4,111.2,120
2011,KC,Fenway Park,414,103.8,32.1,105.4,116
2011,BOS,Fenway Park,411,102.6,31.9,75.7,111
2011,KC,Fenway Park,394,100.1,30.1,106.2,95
2011,BOS,Fenway Park,357,95.1,36.9,108.8,118
2011,BOS,Fenway Park,334,104.9,20.8,49.5,42
2011,KC,Fenway Park,435,108.3,24.3,99.1,77
2011,KC,Fenway Park,421,102,28.5,90.4,98
2011,BOS,Fenway Park,404,100.4,32.5,104,107
2011,BOS,Fenway Park,396,101.4,26.9,102.8,84
2011,SEA,Fenway Park,370,96.4,33.2,104.6,107
2011,SEA,Fenway Park,361,96.9,35.4,109.7,116
2011,SEA,Fenway Park,416,105.4,23.7,82.6,73
2011,BOS,Fenway Park,449,114.9,23.2,74.2,75
2011,SEA,Fenway Park,408,103,32.2,68.6,104
2011,BOS,Fenway Park,412,99.5,30.3,93.5,100
2011,BOS,Fenway Park,404,100.7,31.1,103.4,104
2011,BAL,Fenway Park,369,95.7,35.8,108.2,113
2011,BOS,Fenway Park,347,94.2,32,118.2,83
2011,BOS,Fenway Park,424,109.1,28.7,68.1,100
2011,BAL,Fenway Park,416,103.9,28.5,99.3,103
2011,BOS,Fenway Park,408,104.9,27.3,105.9,90
2011,BOS,Fenway Park,424,106.6,22.2,90,71
2011,BOS,Fenway Park,421,106.1,22.9,94.5,73
2011,BOS,Fenway Park,418,109,28.6,118.5,90
2011,BOS,Fenway Park,412,106.1,33.1,70,124
2011,BOS,Fenway Park,405,107.2,29.2,55.5,84
2011,BOS,Fenway Park,388,103.2,25.5,109.3,71
2011,BOS,Fenway Park,413,105.1,27.1,71.8,81
2011,BOS,Fenway Park,375,106.7,24.7,128,60
2011,BOS,Fenway Park,386,101.9,30.5,119.2,88
2011,TOR,Fenway Park,336,96.6,41.1,113.9,139
2011,TOR,Fenway Park,392,99.4,32.2,102.7,109
2011,SD,Fenway Park,389,102.8,29.5,65.6,90
2011,SD,Fenway Park,360,97.3,31.4,115.7,89
2011,BOS,Fenway Park,407,98,31.4,90.6,99
2011,BOS,Fenway Park,395,99,30.5,103,98
2011,MIL,Fenway Park,389,109.7,24.3,50.5,59
